	precision	recall	f1	accuracy	support
AMBIENCE	0.7887	0.9492	0.8615	0.7568	74.0
FOOD	0.8772	0.9259	0.9009	0.8197	244.0
GENERAL-IMPRESSION	0.8989	0.8889	0.8939	0.8081	99.0
PRICE	0.9259	0.8621	0.8929	0.8065	31.0
SERVICE	0.9672	0.8939	0.9291	0.8676	136.0
Micro-AVG	0.892	0.9106	0.9012	0.8202	584.0
Macro-AVG	2.6747	2.712	2.687		584
