	precision	recall	f1	accuracy	support
AMBIENCE	0.4746	0.875	0.6154	0.4444	126.0
FOOD	0.6283	0.9227	0.7476	0.5969	320.0
GENERAL-IMPRESSION	0.3889	0.7778	0.5185	0.35	200.0
PRICE	0.4808	0.9259	0.6329	0.463	54.0
SERVICE	0.6471	0.903	0.7539	0.605	200.0
Micro-AVG	0.5505	0.887	0.6794	0.5144	900.0
Macro-AVG	1.5718	2.6426	1.961		900
