	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8148	0.5366	0.6471	0.4783	46.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.6667	0.75	0.7059	0.5455	11.0
DRINKS#STYLE_OPTIONS	0.3333	0.25	0.2857	0.1667	6.0
FOOD#PRICES	0.75	0.4615	0.5714	0.4	15.0
FOOD#QUALITY	0.753	0.8562	0.8013	0.6684	187.0
FOOD#STYLE_OPTIONS	0.3235	0.4783	0.386	0.2391	46.0
LOCATION#GENERAL	0.1429	1.0	0.25	0.1429	28.0
RESTAURANT#GENERAL	0.4793	0.8286	0.6073	0.4361	133.0
RESTAURANT#MISCELLANEOUS	0.2	0.1333	0.16	0.087	23.0
RESTAURANT#PRICES	0.4091	0.6429	0.5	0.3333	27.0
SERVICE#GENERAL	0.8	0.8421	0.8205	0.6957	92.0
Micro-AVG	0.6071	0.741	0.6674	0.5008	617.0
Macro-AVG	0.5561	0.5927	0.5196		617
