	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5263	0.7692	0.625	0.4545	44.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	0.6667	0.4	0.5	0.3333	6.0
DRINKS#STYLE_OPTIONS	1.0	0.25	0.4	0.25	4.0
FOOD#PRICES	0.8	0.4	0.5333	0.3636	11.0
FOOD#QUALITY	0.7191	0.7619	0.7399	0.5872	109.0
FOOD#STYLE_OPTIONS	0.5	0.1538	0.2353	0.1333	15.0
LOCATION#GENERAL	0.0556	1.0	0.1053	0.0556	54.0
RESTAURANT#GENERAL	0.3333	0.8537	0.4795	0.3153	111.0
RESTAURANT#MISCELLANEOUS	0.1667	0.1	0.125	0.0667	15.0
RESTAURANT#PRICES	0.5833	0.7778	0.6667	0.5	14.0
SERVICE#GENERAL	0.66	0.75	0.7021	0.541	61.0
Micro-AVG	0.469	0.6932	0.5595	0.3884	448.0
Macro-AVG	1.6278	1.8041	1.4447		448
