	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.85	0.7907	0.8193	0.6939	49.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	1.0	0.625	0.7692	0.625	8.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	0.9091	0.625	0.7407	0.5882	17.0
FOOD#QUALITY	0.9	0.78	0.8357	0.7178	163.0
FOOD#STYLE_OPTIONS	0.5	0.0909	0.1538	0.0833	24.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.8182	0.7714	0.7941	0.6585	82.0
RESTAURANT#MISCELLANEOUS	1.0	0.0588	0.1111	0.0588	17.0
RESTAURANT#PRICES	0.7692	0.7143	0.7407	0.5882	17.0
SERVICE#GENERAL	0.9403	0.84	0.8873	0.7975	79.0
Micro-AVG	0.8812	0.7086	0.7855	0.6468	470.0
Macro-AVG	0.8906	0.5969	0.6654		470
