	precision	recall	f1	accuracy	support
POSITIVE	0.8756	0.6828	0.7673	0.6224	294.0
NEUTRAL	0.3636	0.6316	0.4615	0.3	40.0
NEGATIVE	0.7768	0.6797	0.725	0.5686	153.0
Micro-AVG	0.7966	0.6795	0.7334	0.5791	487.0
Macro-AVG	0.672	0.6647	0.6513		487
