	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7838	0.6591	0.716	0.5577	52.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	0.5	0.4444	0.4706	0.3077	13.0
DRINKS#STYLE_OPTIONS	0.75	0.5	0.6	0.4286	7.0
FOOD#PRICES	0.6667	0.5333	0.5926	0.4211	19.0
FOOD#QUALITY	0.9091	0.7812	0.8403	0.7246	138.0
FOOD#STYLE_OPTIONS	0.45	0.375	0.4091	0.2571	35.0
LOCATION#GENERAL	0.75	0.6	0.6667	0.5	6.0
RESTAURANT#GENERAL	0.6977	0.8451	0.7643	0.6186	97.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	1.0	0.2857	0.4444	0.2857	14.0
SERVICE#GENERAL	0.9219	0.7468	0.8252	0.7024	84.0
Micro-AVG	0.7966	0.6795	0.7334	0.5791	487.0
Macro-AVG	0.7024	0.5642	0.6108		487
