	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6364	0.5	0.56	0.3889	18.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	0.5	0.3333	0.4	0.25	4.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	3.0
FOOD#PRICES	0.8333	1.0	0.9091	0.8333	6.0
FOOD#QUALITY	0.7083	0.425	0.5312	0.3617	47.0
FOOD#STYLE_OPTIONS	0.6667	0.2857	0.4	0.25	8.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#GENERAL	0.8571	0.5714	0.6857	0.5217	23.0
RESTAURANT#MISCELLANEOUS	1.0	0.1667	0.2858	0.1667	6.0
RESTAURANT#PRICES	1.0	0.2	0.3333	0.2	5.0
SERVICE#GENERAL	0.6667	0.8182	0.7347	0.5806	31.0
Micro-AVG	0.7283	0.5154	0.6036	0.4323	155.0
Macro-AVG	0.739	0.4695	0.5283		155
