	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7391	0.3953	0.5152	0.3469	49.0
DRINKS#PRICES	0.5	0.3333	0.4	0.25	4.0
DRINKS#QUALITY	0.75	0.375	0.5	0.3333	9.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	0.4286	0.1875	0.2609	0.15	20.0
FOOD#QUALITY	0.7143	0.5	0.5882	0.4167	180.0
FOOD#STYLE_OPTIONS	0.5	0.0455	0.0833	0.0435	23.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.7246	0.7143	0.7194	0.5618	89.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	0.5	0.1429	0.2222	0.125	16.0
SERVICE#GENERAL	0.7424	0.6533	0.695	0.5326	92.0
Micro-AVG	0.7163	0.4825	0.5766	0.4051	511.0
Macro-AVG	0.6332	0.3678	0.4463		511
