	precision	recall	f1	accuracy	support
AMBIENCE	0.8261	0.7037	0.76	0.6129	31.0
FOOD	0.8172	0.8352	0.8261	0.7037	108.0
GENERAL-IMPRESSION	0.4176	0.9268	0.5758	0.4043	94.0
PRICE	0.8182	0.6923	0.75	0.6	15.0
SERVICE	0.975	0.661	0.7879	0.65	60.0
Micro-AVG	0.7016	0.7835	0.7403	0.5877	308.0
Macro-AVG	0.7708	0.7638	0.74		308
