	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.3	0.7059	0.4211	0.2667	45.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.5455	0.7826	0.6429	0.4737	76.0
FOOD:NEGATIVE	0.2886	0.7632	0.4188	0.2648	219.0
FOOD:NEUTRAL	0.5714	0.3077	0.4	0.25	16.0
FOOD:POSITIVE	0.444	0.8729	0.5886	0.417	247.0
PRICE:NEGATIVE	0.8	0.2	0.32	0.1905	21.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	1.0	0.4	0.5714	0.4	5.0
GENERAL-IMPRESSION:NEGATIVE	0.36	0.9231	0.518	0.3495	103.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.3333	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.52	0.8125	0.6341	0.4643	84.0
SERVICE:NEGATIVE	0.8649	0.5079	0.64	0.4706	68.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.7671	0.8	0.7832	0.6437	87.0
Micro-AVG	0.4571	0.7356	0.5639	0.3926	978.0
Macro-AVG	0.5641	0.5606	0.4959		978
