	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5373	0.8372	0.6545	0.4865	74.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	6.0
DRINKS#QUALITY	0.5455	0.75	0.6316	0.4615	13.0
DRINKS#STYLE_OPTIONS	0.75	0.5	0.6	0.4286	7.0
FOOD#PRICES	0.55	0.6875	0.6111	0.44	25.0
FOOD#QUALITY	0.8504	0.72	0.7798	0.6391	169.0
FOOD#STYLE_OPTIONS	0.2619	0.5	0.3438	0.2075	53.0
LOCATION#GENERAL	0.25	0.6	0.3529	0.2143	14.0
RESTAURANT#GENERAL	0.6593	0.8571	0.7453	0.5941	101.0
RESTAURANT#MISCELLANEOUS	0.1429	0.0588	0.0833	0.0435	23.0
RESTAURANT#PRICES	0.9	0.6429	0.75	0.6	15.0
SERVICE#GENERAL	0.831	0.7867	0.8082	0.6782	87.0
Micro-AVG	0.6624	0.7226	0.6912	0.5281	587.0
Macro-AVG	0.5649	0.6617	0.5856		587
