	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6154	0.6957	0.6531	0.4848	66.0
DRINKS#PRICES	0.2857	0.6667	0.4	0.25	8.0
DRINKS#QUALITY	0.8333	0.7143	0.7692	0.625	8.0
DRINKS#STYLE_OPTIONS	1.0	0.2857	0.4444	0.2857	7.0
FOOD#PRICES	0.7143	0.6667	0.6897	0.5263	19.0
FOOD#QUALITY	0.7605	0.8523	0.8038	0.672	189.0
FOOD#STYLE_OPTIONS	0.6667	0.24	0.3529	0.2143	28.0
LOCATION#GENERAL	0.4286	0.6	0.5	0.3333	9.0
RESTAURANT#GENERAL	0.7123	0.7429	0.7273	0.5714	91.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	0.6364	0.5385	0.5833	0.4118	17.0
SERVICE#GENERAL	0.8205	0.9014	0.8591	0.7529	85.0
Micro-AVG	0.726	0.7226	0.7243	0.5678	546.0
Macro-AVG	0.6228	0.5753	0.5652		546
