	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4348	0.7143	0.5405	0.3704	27.0
DRINKS#PRICES	0.25	0.5	0.3333	0.2	5.0
DRINKS#QUALITY	0.3333	0.6667	0.4444	0.2857	7.0
DRINKS#STYLE_OPTIONS	0.6667	0.6667	0.6667	0.5	4.0
FOOD#PRICES	0.4286	0.6	0.5	0.3333	9.0
FOOD#QUALITY	0.7045	0.775	0.7381	0.5849	53.0
FOOD#STYLE_OPTIONS	0.25	0.4286	0.3158	0.1875	16.0
LOCATION#GENERAL	0.5	0.5	0.5	0.3333	3.0
RESTAURANT#GENERAL	0.5263	0.4762	0.5	0.3333	30.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	6.0
RESTAURANT#PRICES	0.6667	0.4	0.5	0.3333	6.0
SERVICE#GENERAL	0.6296	0.7727	0.6939	0.5312	32.0
Micro-AVG	0.5467	0.6308	0.5857	0.4141	198.0
Macro-AVG	0.4492	0.5417	0.4777		198
