epoch	precision	recall	f1
1	0.4359	0.0467	0.0844
2	0.5567	0.3104	0.3986
3	0.6923	0.5934	0.6391
4	0.8056	0.4780	0.6000
5	0.7384	0.6978	0.7175
6	0.7839	0.6676	0.7211
7	0.7949	0.5962	0.6813
8	0.7885	0.6044	0.6843
9	0.7778	0.6731	0.7216
10	0.7674	0.6346	0.6947
11	0.7391	0.7005	0.7193
12	0.7810	0.6566	0.7134
13	0.7840	0.6181	0.6912
14	0.7829	0.6538	0.7126
15	0.7756	0.6648	0.7160
16	0.7907	0.6538	0.7158
17	0.7722	0.6703	0.7176
18	0.7714	0.6676	0.7158
19	0.7739	0.6676	0.7168
