	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.6	0.8824	0.7143	0.5556	27.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.6604	0.8974	0.7609	0.614	57.0
FOOD:NEGATIVE	0.7882	0.9054	0.8428	0.7283	92.0
FOOD:NEUTRAL	0.6	0.4286	0.5	0.3333	18.0
FOOD:POSITIVE	0.9348	0.7818	0.8515	0.7414	116.0
PRICE:NEGATIVE	0.7273	0.7273	0.7273	0.5714	28.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
PRICE:POSITIVE	0.8	0.8	0.8	0.6667	6.0
GENERAL-IMPRESSION:NEGATIVE	0.6111	0.8462	0.7097	0.55	60.0
GENERAL-IMPRESSION:NEUTRAL	0.25	0.5	0.3333	0.2	5.0
GENERAL-IMPRESSION:POSITIVE	0.7273	0.8333	0.7767	0.6349	63.0
SERVICE:NEGATIVE	0.907	0.7091	0.7959	0.661	59.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE:POSITIVE	0.9355	0.8788	0.9062	0.8286	70.0
Micro-AVG	0.7812	0.8114	0.796	0.6612	605.0
Macro-AVG	0.5694	0.6127	0.5812		605
