	precision	recall	f1	accuracy	support
POSITIVE	0.6222	0.6829	0.6512	0.4828	116.0
NEUTRAL	0.6	0.375	0.4615	0.3	10.0
NEGATIVE	0.6441	0.8085	0.717	0.5588	68.0
Micro-AVG	0.6299	0.708	0.6667	0.5	194.0
Macro-AVG	0.6221	0.6221	0.6099		194
