	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7917	0.7308	0.76	0.6129	31.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	0.8	0.8	0.8	0.6667	6.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	4.0
FOOD#PRICES	0.7143	0.5	0.5882	0.4167	12.0
FOOD#QUALITY	0.8929	0.8929	0.8929	0.8065	93.0
FOOD#STYLE_OPTIONS	0.5294	0.6923	0.6	0.4286	21.0
LOCATION#GENERAL	1.0	0.6667	0.8	0.6667	3.0
RESTAURANT#GENERAL	0.7949	0.7561	0.775	0.6327	49.0
RESTAURANT#MISCELLANEOUS	0.3636	0.4	0.3809	0.2353	17.0
RESTAURANT#PRICES	0.7	0.7778	0.7369	0.5833	12.0
SERVICE#GENERAL	0.8636	0.8636	0.8636	0.76	50.0
Micro-AVG	0.7968	0.7968	0.7968	0.6623	302.0
Macro-AVG	0.7459	0.7567	0.7387		302
