	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8378	0.7209	0.775	0.6327	49.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	6.0
DRINKS#QUALITY	0.75	0.75	0.75	0.6	10.0
DRINKS#STYLE_OPTIONS	0.8571	1.0	0.9231	0.8571	7.0
FOOD#PRICES	0.75	0.375	0.5	0.3333	18.0
FOOD#QUALITY	0.8873	0.84	0.863	0.759	166.0
FOOD#STYLE_OPTIONS	0.6	0.5455	0.5714	0.4	30.0
LOCATION#GENERAL	0.6	0.6	0.6	0.4286	7.0
RESTAURANT#GENERAL	0.8182	0.7714	0.7941	0.6585	82.0
RESTAURANT#MISCELLANEOUS	0.6429	0.5294	0.5806	0.4091	22.0
RESTAURANT#PRICES	0.6471	0.7857	0.7097	0.55	20.0
SERVICE#GENERAL	0.8462	0.88	0.8627	0.7586	87.0
Micro-AVG	0.8162	0.7762	0.7957	0.6607	504.0
Macro-AVG	0.728	0.7332	0.7164		504
