	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7568	0.6512	0.7	0.5385	52.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	6.0
DRINKS#QUALITY	0.75	0.75	0.75	0.6	10.0
DRINKS#STYLE_OPTIONS	0.7143	0.8333	0.7692	0.625	8.0
FOOD#PRICES	0.625	0.3125	0.4167	0.2632	19.0
FOOD#QUALITY	0.838	0.7933	0.8151	0.6879	173.0
FOOD#STYLE_OPTIONS	0.4	0.3636	0.381	0.2353	34.0
LOCATION#GENERAL	0.4	0.4	0.4	0.25	8.0
RESTAURANT#GENERAL	0.7576	0.7143	0.7353	0.5814	86.0
RESTAURANT#MISCELLANEOUS	0.5	0.4118	0.4516	0.2917	24.0
RESTAURANT#PRICES	0.5294	0.6429	0.5806	0.4091	22.0
SERVICE#GENERAL	0.8333	0.8667	0.8497	0.7386	88.0
Micro-AVG	0.7525	0.7156	0.7336	0.5792	530.0
Macro-AVG	0.6337	0.645	0.6263		530
