	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5714	0.8571	0.6857	0.5217	23.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	1.0	0.6667	0.8	0.6667	3.0
DRINKS#STYLE_OPTIONS	0.75	1.0	0.8571	0.75	4.0
FOOD#PRICES	0.5	0.6	0.5455	0.375	8.0
FOOD#QUALITY	0.8824	0.75	0.8108	0.6818	44.0
FOOD#STYLE_OPTIONS	0.6	0.8571	0.7059	0.5455	11.0
LOCATION#GENERAL	0.5	0.5	0.5	0.3333	3.0
RESTAURANT#GENERAL	0.8889	0.7619	0.8205	0.6957	23.0
RESTAURANT#MISCELLANEOUS	0.5714	0.6667	0.6154	0.4444	9.0
RESTAURANT#PRICES	0.5	0.4	0.4444	0.2857	7.0
SERVICE#GENERAL	0.7308	0.8636	0.7917	0.6552	29.0
Micro-AVG	0.7353	0.7692	0.7519	0.6024	166.0
Macro-AVG	0.7079	0.7436	0.7147		166
