	precision	recall	f1	accuracy	support
POSITIVE	0.5207	0.5634	0.5412	0.371	407.0
NEUTRAL	0.3571	0.2632	0.303	0.1786	28.0
NEGATIVE	0.473	0.5469	0.5072	0.3398	206.0
Micro-AVG	0.6814	0.7422	0.7105	0.551	559.0
Macro-AVG	0.4503	0.4578	0.4505		559
