	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7692	0.7692	0.7692	0.625	32.0
DRINKS#PRICES	0.6667	1.0	0.8	0.6667	3.0
DRINKS#QUALITY	0.5	0.4	0.4444	0.2857	7.0
DRINKS#STYLE_OPTIONS	1.0	0.75	0.8571	0.75	4.0
FOOD#PRICES	0.7273	0.8	0.7619	0.6154	13.0
FOOD#QUALITY	0.9022	0.9881	0.9432	0.8925	93.0
FOOD#STYLE_OPTIONS	0.4545	0.3846	0.4167	0.2632	19.0
LOCATION#GENERAL	1.0	1.0	1.0	1.0	3.0
RESTAURANT#GENERAL	0.8974	0.8537	0.875	0.7778	45.0
RESTAURANT#MISCELLANEOUS	0.75	0.3	0.4286	0.2727	11.0
RESTAURANT#PRICES	1.0	0.5556	0.7143	0.5556	9.0
SERVICE#GENERAL	0.975	0.8864	0.9286	0.8667	45.0
Micro-AVG	0.8631	0.8287	0.8455	0.7324	284.0
Macro-AVG	2.4106	2.1719	2.2348		284
