	precision	recall	f1	accuracy	support
POSITIVE	0.8432	0.766	0.8027	0.6705	698.0
NEUTRAL	0.6667	0.5	0.5714	0.4	55.0
NEGATIVE	0.7406	0.7696	0.7548	0.6062	259.0
Micro-AVG	0.8087	0.7532	0.78	0.6393	1012.0
Macro-AVG	0.7502	0.6785	0.7096		1012
