	precision	recall	f1	accuracy	support
AMBIENCE	0.9474	0.6102	0.7423	0.5902	61.0
FOOD	0.9688	0.5741	0.721	0.5636	220.0
GENERAL-IMPRESSION	0.8795	0.8111	0.8439	0.73	100.0
PRICE	0.8261	0.6552	0.7308	0.5758	33.0
SERVICE	0.9417	0.7348	0.8255	0.7029	138.0
Micro-AVG	0.9307	0.6635	0.7747	0.6322	552.0
Macro-AVG	0.9127	0.6771	0.7727		552
