	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6571	0.8846	0.7541	0.6053	38.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	2.0
DRINKS#QUALITY	1.0	0.8	0.8889	0.8	5.0
DRINKS#STYLE_OPTIONS	0.75	0.75	0.75	0.6	5.0
FOOD#PRICES	0.625	0.5	0.5556	0.3846	13.0
FOOD#QUALITY	0.8795	0.869	0.8743	0.7766	94.0
FOOD#STYLE_OPTIONS	0.4444	0.6154	0.5161	0.3478	23.0
LOCATION#GENERAL	1.0	0.6667	0.8	0.6667	3.0
RESTAURANT#GENERAL	0.9	0.6585	0.7606	0.6136	44.0
RESTAURANT#MISCELLANEOUS	1.0	0.2	0.3333	0.2	10.0
RESTAURANT#PRICES	0.6667	0.6667	0.6667	0.5	12.0
SERVICE#GENERAL	0.8298	0.8864	0.8571	0.75	52.0
Micro-AVG	0.7951	0.7729	0.7838	0.6445	301.0
Macro-AVG	0.8127	0.7081	0.7297		301
