	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3222	0.7073	0.4427	0.2843	102.0
DRINKS#PRICES	0.2	0.3333	0.25	0.1429	7.0
DRINKS#QUALITY	0.8	0.5714	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	0.6	0.75	0.6667	0.5	6.0
FOOD#PRICES	0.0	0.0	0.0	0.0	29.0
FOOD#QUALITY	0.5316	0.6364	0.5793	0.4078	206.0
FOOD#STYLE_OPTIONS	0.1463	0.2857	0.1935	0.1071	56.0
LOCATION#GENERAL	0.0476	0.25	0.08	0.0417	24.0
RESTAURANT#GENERAL	0.3083	0.5857	0.4039	0.2531	162.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	20.0
RESTAURANT#PRICES	0.0667	0.0833	0.0741	0.0385	26.0
SERVICE#GENERAL	0.4848	0.6575	0.5581	0.3871	124.0
Micro-AVG	0.3701	0.5464	0.4413	0.2831	770.0
Macro-AVG	0.2923	0.405	0.3262		770
