	precision	recall	f1	accuracy	support
POSITIVE	0.8034	0.7723	0.7876	0.6496	799.0
NEUTRAL	0.7321	0.6406	0.6833	0.519	79.0
NEGATIVE	0.6709	0.6846	0.6777	0.5125	720.0
Micro-AVG	0.8514	0.8361	0.8437	0.7296	1461.0
Macro-AVG	0.7355	0.6992	0.7162		1461
