	precision	recall	f1	accuracy	support
POSITIVE	0.8208	0.8092	0.8149	0.6877	333.0
NEUTRAL	0.6667	0.3529	0.4615	0.3	20.0
NEGATIVE	0.8348	0.7442	0.7869	0.6486	148.0
Micro-AVG	0.8213	0.7716	0.7957	0.6607	501.0
Macro-AVG	0.7741	0.6354	0.6878		501
