	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7451	0.8837	0.8085	0.6786	56.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	0.75	0.8571	0.75	8.0
DRINKS#STYLE_OPTIONS	0.8333	0.8333	0.8333	0.7143	7.0
FOOD#PRICES	1.0	0.5625	0.72	0.5625	16.0
FOOD#QUALITY	0.9013	0.9133	0.9073	0.8303	165.0
FOOD#STYLE_OPTIONS	0.5769	0.6818	0.625	0.4545	33.0
LOCATION#GENERAL	1.0	0.8	0.8889	0.8	5.0
RESTAURANT#GENERAL	0.8088	0.7857	0.7971	0.6627	83.0
RESTAURANT#MISCELLANEOUS	0.5455	0.3529	0.4286	0.2727	22.0
RESTAURANT#PRICES	0.7222	0.9286	0.8125	0.6842	19.0
SERVICE#GENERAL	0.8701	0.8933	0.8816	0.7882	85.0
Micro-AVG	0.8302	0.8322	0.8312	0.7112	502.0
Macro-AVG	0.8336	0.7543	0.78		502
