	precision	recall	f1	accuracy	support
POSITIVE	0.6226	0.6	0.6111	0.44	225.0
NEUTRAL	0.6	0.2727	0.375	0.2308	13.0
NEGATIVE	0.4889	0.5867	0.5333	0.3636	121.0
Micro-AVG	0.5748	0.5817	0.5782	0.4067	359.0
Macro-AVG	0.5705	0.4865	0.5065		359
