	precision	recall	f1	accuracy	support
AMBIENCE	1.0	0.7407	0.851	0.7407	27.0
FOOD	0.871	0.8901	0.8804	0.7864	103.0
GENERAL-IMPRESSION	0.8333	0.8537	0.8434	0.7292	48.0
PRICE	0.8571	0.4615	0.6	0.4286	14.0
SERVICE	0.9216	0.7966	0.8546	0.746	63.0
Micro-AVG	0.8873	0.8182	0.8514	0.7412	255.0
Macro-AVG	0.8966	0.7485	0.8059		255
