	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4194	0.7647	0.5417	0.3714	35.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.3953	0.8718	0.544	0.3736	91.0
FOOD:NEGATIVE	0.2739	0.8514	0.4145	0.2614	241.0
FOOD:NEUTRAL	0.2857	0.5714	0.381	0.2353	34.0
FOOD:POSITIVE	0.5732	0.8182	0.6742	0.5085	177.0
PRICE:NEGATIVE	1.0	0.2727	0.4286	0.2727	22.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
PRICE:POSITIVE	0.6667	0.4	0.5	0.3333	6.0
GENERAL-IMPRESSION:NEGATIVE	0.6	0.8462	0.7021	0.541	61.0
GENERAL-IMPRESSION:NEUTRAL	0.5	0.5	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.8077	0.875	0.84	0.7241	58.0
SERVICE:NEGATIVE	0.9722	0.6364	0.7692	0.625	56.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.9649	0.8333	0.8943	0.8088	68.0
Micro-AVG	0.5141	0.7748	0.6181	0.4473	854.0
Macro-AVG	0.4973	0.5494	0.4793		854
