	precision	recall	f1	accuracy	support
POSITIVE	0.521	0.6905	0.5939	0.4223	206.0
NEUTRAL	0.1304	0.2727	0.1765	0.0968	31.0
NEGATIVE	0.5327	0.6064	0.5672	0.3958	144.0
Micro-AVG	0.4949	0.6364	0.5568	0.3858	381.0
Macro-AVG	0.3947	0.5232	0.4459		381
