epoch	precision	recall	f1
1	0.6439	0.2824	0.3926
2	0.6125	0.5880	0.6000
3	0.6589	0.6545	0.6567
4	0.7540	0.6213	0.6812
5	0.7521	0.5847	0.6579
6	0.6871	0.6711	0.6790
7	0.7243	0.6545	0.6876
8	0.7582	0.6877	0.7213
9	0.7654	0.6611	0.7094
10	0.7811	0.6877	0.7314
11	0.7757	0.7010	0.7365
12	0.7736	0.6811	0.7244
