	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6667	0.7273	0.6957	0.5333	60.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.75	0.6667	0.7059	0.5455	11.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	7.0
FOOD#PRICES	1.0	0.0667	0.125	0.0667	15.0
FOOD#QUALITY	0.681	0.8672	0.7629	0.6167	180.0
FOOD#STYLE_OPTIONS	0.4	0.3333	0.3636	0.2222	36.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.5128	0.8451	0.6383	0.4688	128.0
RESTAURANT#MISCELLANEOUS	0.5	0.2353	0.32	0.1905	21.0
RESTAURANT#PRICES	0.4	0.8571	0.5455	0.375	32.0
SERVICE#GENERAL	0.7356	0.8101	0.7711	0.6275	102.0
Micro-AVG	0.6186	0.7229	0.6667	0.5	600.0
Macro-AVG	0.6372	0.4952	0.4801		600
