	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3656	0.7391	0.4892	0.3238	105.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	3.0
DRINKS#QUALITY	0.4444	0.5714	0.5	0.3333	12.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	7.0
FOOD#PRICES	0.4667	0.4667	0.4667	0.3043	23.0
FOOD#QUALITY	0.5556	0.906	0.6888	0.5253	257.0
FOOD#STYLE_OPTIONS	0.3333	0.28	0.3043	0.1795	39.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.5714	0.6857	0.6234	0.4528	106.0
RESTAURANT#MISCELLANEOUS	0.5	0.1667	0.25	0.1429	21.0
RESTAURANT#PRICES	0.5625	0.6923	0.6207	0.45	20.0
SERVICE#GENERAL	0.8514	0.8873	0.869	0.7683	82.0
Micro-AVG	0.5534	0.7249	0.6276	0.4574	680.0
Macro-AVG	1.4127	1.3988	1.2864		680
