	precision	recall	f1	accuracy	support
POSITIVE	0.8328	0.8581	0.8453	0.732	347.0
NEUTRAL	0.9167	0.5	0.6471	0.4783	23.0
NEGATIVE	0.8365	0.8365	0.8365	0.719	242.0
Micro-AVG	0.8362	0.8346	0.8354	0.7173	612.0
Macro-AVG	0.862	0.7315	0.7763		612
