	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3333	0.5	0.4	0.25	52.0
DRINKS#PRICES	0.25	0.5	0.3333	0.2	5.0
DRINKS#QUALITY	1.0	0.4	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS	1.0	1.0	1.0	1.0	4.0
FOOD#PRICES	0.0	0.0	0.0	0.0	15.0
FOOD#QUALITY	0.4211	0.4762	0.4469	0.2878	139.0
FOOD#STYLE_OPTIONS	0.1429	0.0769	0.1	0.0526	19.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	19.0
RESTAURANT#GENERAL	0.2615	0.4146	0.3208	0.191	89.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	11.0
RESTAURANT#PRICES	0.1429	0.2222	0.1739	0.0952	21.0
SERVICE#GENERAL	0.4746	0.6364	0.5437	0.3733	75.0
Micro-AVG	0.3473	0.4303	0.3843	0.2379	454.0
Macro-AVG	0.3355	0.3522	0.3242		454
