	precision	recall	f1	accuracy	support
AMBIENCE	0.481	0.6441	0.5507	0.38	100.0
FOOD	0.9402	0.5093	0.6607	0.4933	223.0
GENERAL-IMPRESSION	0.5098	0.8667	0.642	0.4727	165.0
PRICE	0.5	0.7586	0.6027	0.4314	51.0
SERVICE	0.8611	0.7045	0.775	0.6327	147.0
Micro-AVG	0.6806	0.6483	0.6641	0.4971	686.0
Macro-AVG	0.6584	0.6966	0.6462		686
