	precision	recall	f1	accuracy	support
POSITIVE	0.6699	0.4876	0.5644	0.3932	351.0
NEUTRAL	0.4444	0.2353	0.3077	0.1818	22.0
NEGATIVE	0.5196	0.4109	0.4589	0.2978	178.0
Micro-AVG	0.6151	0.4545	0.5228	0.3539	551.0
Macro-AVG	0.5446	0.3779	0.4437		551
