	precision	recall	f1	accuracy	support
AMBIENCE	0.7333	0.9167	0.8148	0.6875	16.0
FOOD	0.8409	0.8409	0.8409	0.7255	51.0
GENERAL-IMPRESSION	0.9444	0.8095	0.8718	0.7727	22.0
PRICE	0.875	0.875	0.875	0.7778	9.0
SERVICE	0.9	0.8438	0.871	0.7714	35.0
Micro-AVG	0.8609	0.8462	0.8535	0.7444	133.0
Macro-AVG	0.8587	0.8572	0.8547		133
