	precision	recall	f1	accuracy	support
POSITIVE	0.8345	0.8176	0.8259	0.7035	344.0
NEUTRAL	0.4516	0.6364	0.5283	0.359	39.0
NEGATIVE	0.7172	0.8413	0.7743	0.6318	277.0
Micro-AVG	0.7628	0.8194	0.7901	0.653	660.0
Macro-AVG	0.6678	0.7651	0.7095		660
