	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8	0.6154	0.6957	0.5333	30.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	0.5	0.2	0.2857	0.1667	6.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	4.0
FOOD#PRICES	0.8889	0.8	0.8421	0.7273	11.0
FOOD#QUALITY	0.925	0.881	0.9025	0.8222	90.0
FOOD#STYLE_OPTIONS	0.6667	0.6154	0.64	0.4706	17.0
LOCATION#GENERAL	0.5	0.6667	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.8235	0.6829	0.7466	0.5957	47.0
RESTAURANT#MISCELLANEOUS	1.0	0.3	0.4615	0.3	10.0
RESTAURANT#PRICES	1.0	0.5556	0.7143	0.5556	9.0
SERVICE#GENERAL	0.7407	0.9091	0.8163	0.6897	58.0
Micro-AVG	0.8253	0.753	0.7875	0.6495	291.0
Macro-AVG	0.7787	0.6438	0.6675		291
