	precision	recall	f1	accuracy	support
POSITIVE	0.8155	0.7401	0.776	0.634	265.0
NEUTRAL	0.7059	0.8	0.75	0.6	20.0
NEGATIVE	0.7481	0.7206	0.7341	0.5799	169.0
Micro-AVG	0.7853	0.7354	0.7596	0.6123	454.0
Macro-AVG	0.7565	0.7536	0.7534		454
