	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4932	0.8372	0.6207	0.45	80.0
DRINKS#PRICES	0.4286	1.0	0.6	0.4286	7.0
DRINKS#QUALITY	0.5	0.5	0.5	0.3333	12.0
DRINKS#STYLE_OPTIONS	0.5	0.1667	0.25	0.1429	7.0
FOOD#PRICES	0.6	0.375	0.4615	0.3	20.0
FOOD#QUALITY	0.8271	0.7333	0.7774	0.6358	173.0
FOOD#STYLE_OPTIONS	0.2273	0.2273	0.2273	0.1282	39.0
LOCATION#GENERAL	0.75	0.6	0.6667	0.5	6.0
RESTAURANT#GENERAL	0.6579	0.7143	0.6849	0.5208	96.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	0.7333	0.7857	0.7586	0.6111	18.0
SERVICE#GENERAL	0.7917	0.76	0.7755	0.6333	90.0
Micro-AVG	0.6761	0.6667	0.6714	0.5053	566.0
Macro-AVG	0.5424	0.5583	0.5269		566
