	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7917	0.8837	0.8352	0.717	53.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	1.0	0.875	0.9333	0.875	8.0
DRINKS#STYLE_OPTIONS	0.8333	0.8333	0.8333	0.7143	7.0
FOOD#PRICES	0.9091	0.625	0.7407	0.5882	17.0
FOOD#QUALITY	0.9178	0.8933	0.9054	0.8272	162.0
FOOD#STYLE_OPTIONS	0.7368	0.6364	0.6829	0.5185	27.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.873	0.7857	0.8271	0.7051	78.0
RESTAURANT#MISCELLANEOUS	0.6154	0.4706	0.5333	0.3636	22.0
RESTAURANT#PRICES	0.8125	0.9286	0.8667	0.7647	17.0
SERVICE#GENERAL	0.8625	0.92	0.8903	0.8023	86.0
Micro-AVG	0.8627	0.8345	0.8484	0.7366	486.0
Macro-AVG	0.8349	0.771	0.7957		486
