	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.9091	0.625	0.7407	0.5882	17.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.8919	0.8049	0.8462	0.7333	45.0
FOOD:NEGATIVE	0.9483	0.7432	0.8333	0.7143	77.0
FOOD:NEUTRAL	0.7059	0.8	0.75	0.6	20.0
FOOD:POSITIVE	0.9558	0.8504	0.9	0.8182	132.0
PRICE:NEGATIVE	0.9286	0.5909	0.7222	0.5652	23.0
PRICE:NEUTRAL	0.5	1.0	0.6667	0.5	4.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.9091	0.7692	0.8333	0.7143	42.0
GENERAL-IMPRESSION:NEUTRAL	0.6	1.0	0.75	0.6	5.0
GENERAL-IMPRESSION:POSITIVE	0.8696	0.8333	0.8511	0.7407	54.0
SERVICE:NEGATIVE	0.9636	0.9298	0.9464	0.8983	59.0
SERVICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
SERVICE:POSITIVE	0.9714	0.9189	0.9444	0.8947	76.0
Micro-AVG	0.9234	0.8267	0.8724	0.7736	561.0
Macro-AVG	0.8769	0.8577	0.8523		561
