	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6591	0.6304	0.6444	0.4754	61.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.5	0.4286	0.4615	0.3	10.0
DRINKS#STYLE_OPTIONS	1.0	0.2857	0.4444	0.2857	7.0
FOOD#PRICES	0.6667	0.6667	0.6667	0.5	20.0
FOOD#QUALITY	0.781	0.7181	0.7483	0.5978	179.0
FOOD#STYLE_OPTIONS	0.619	0.52	0.5652	0.3939	33.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.6364	0.7	0.6667	0.5	98.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	0.5	0.3846	0.4348	0.2778	18.0
SERVICE#GENERAL	0.9825	0.7887	0.875	0.7778	72.0
Micro-AVG	0.7419	0.6434	0.6891	0.5257	525.0
Macro-AVG	0.6954	0.4713	0.5284		525
