	precision	recall	f1	accuracy	support
AMBIENCE	0.9722	0.5932	0.7368	0.5833	60.0
FOOD	0.9821	0.5093	0.6708	0.5046	218.0
GENERAL-IMPRESSION	0.6364	0.9333	0.7568	0.6087	138.0
PRICE	1.0	0.5862	0.7391	0.5862	29.0
SERVICE	0.989	0.6818	0.8072	0.6767	133.0
Micro-AVG	0.866	0.6388	0.7352	0.5813	578.0
Macro-AVG	0.9159	0.6608	0.7421		578
