	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	1.0	0.6512	0.7887	0.6512	43.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	1.0	0.5	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	1.0	0.6875	0.8148	0.6875	16.0
FOOD#QUALITY	0.9375	0.7	0.8015	0.6688	157.0
FOOD#STYLE_OPTIONS	0.8	0.1818	0.2963	0.1739	23.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8182	0.7714	0.7941	0.6585	82.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	1.0	0.2857	0.4444	0.2857	14.0
SERVICE#GENERAL	0.8824	0.8	0.8392	0.7229	83.0
Micro-AVG	0.9058	0.6503	0.7571	0.6092	458.0
Macro-AVG	2.6095	1.6277	1.9489		458
