	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4615	0.75	0.5714	0.4	30.0
AMBIENCE:NEUTRAL	0.0417	1.0	0.08	0.0417	24.0
AMBIENCE:POSITIVE	0.9032	0.6667	0.7671	0.6222	45.0
FOOD:NEGATIVE	0.6196	0.7703	0.6867	0.5229	109.0
FOOD:NEUTRAL	0.5385	0.4667	0.5	0.3333	21.0
FOOD:POSITIVE	0.9324	0.5433	0.6866	0.5227	132.0
PRICE:NEGATIVE	0.3684	0.6364	0.4667	0.3043	46.0
PRICE:NEUTRAL	0.3333	0.5	0.4	0.25	4.0
PRICE:POSITIVE	0.8	0.8	0.8	0.6667	6.0
GENERAL-IMPRESSION:NEGATIVE	0.5152	0.8718	0.6476	0.4789	71.0
GENERAL-IMPRESSION:NEUTRAL	0.1818	0.6667	0.2857	0.1667	12.0
GENERAL-IMPRESSION:POSITIVE	0.3613	0.8958	0.515	0.3468	124.0
SERVICE:NEGATIVE	0.8409	0.6491	0.7327	0.5781	64.0
SERVICE:NEUTRAL	0.04	1.0	0.0769	0.04	25.0
SERVICE:POSITIVE	0.9608	0.6622	0.784	0.6447	76.0
Micro-AVG	0.5772	0.6825	0.6254	0.455	789.0
Macro-AVG	0.5266	0.7253	0.5334		789
