	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7143	0.8537	0.7778	0.6364	55.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	1.0	0.8571	0.9231	0.8571	7.0
DRINKS#STYLE_OPTIONS	0.8	1.0	0.8889	0.8	5.0
FOOD#PRICES	0.8333	0.5882	0.6897	0.5263	19.0
FOOD#QUALITY	0.8473	0.8409	0.8441	0.7303	152.0
FOOD#STYLE_OPTIONS	0.6364	0.6667	0.6512	0.4828	29.0
LOCATION#GENERAL	0.3333	0.25	0.2857	0.1667	6.0
RESTAURANT#GENERAL	0.7656	0.7	0.7313	0.5765	85.0
RESTAURANT#MISCELLANEOUS	0.375	0.2	0.2609	0.15	20.0
RESTAURANT#PRICES	0.6154	0.6667	0.64	0.4706	17.0
SERVICE#GENERAL	0.7927	0.8904	0.8387	0.7222	90.0
Micro-AVG	0.7739	0.7719	0.7729	0.6299	489.0
Macro-AVG	0.6983	0.6817	0.6832		489
