	precision	recall	f1	accuracy	support
POSITIVE	0.8601	0.8092	0.8339	0.7151	172.0
NEUTRAL	1.0	0.7273	0.8421	0.7273	11.0
NEGATIVE	0.7802	0.7802	0.7802	0.6396	111.0
Micro-AVG	0.8347	0.7953	0.8145	0.6871	294.0
Macro-AVG	0.8801	0.7722	0.8187		294
