	precision	recall	f1	accuracy	support
POSITIVE	0.8372	0.8229	0.83	0.7094	203.0
NEUTRAL	0.4615	0.5455	0.5	0.3333	18.0
NEGATIVE	0.75	0.7714	0.7606	0.6136	88.0
Micro-AVG	0.7938	0.7969	0.7953	0.6602	309.0
Macro-AVG	0.6829	0.7133	0.6969		309
