	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5789	0.7857	0.6667	0.5	22.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#STYLE_OPTIONS	0.3333	0.3333	0.3333	0.2	5.0
FOOD#PRICES	0.3333	0.4	0.3636	0.2222	9.0
FOOD#QUALITY	0.8966	0.65	0.7536	0.6047	43.0
FOOD#STYLE_OPTIONS	0.1765	0.4286	0.25	0.1429	21.0
LOCATION#GENERAL	0.0476	0.5	0.087	0.0455	22.0
RESTAURANT#GENERAL	0.4634	0.9048	0.6129	0.4419	43.0
RESTAURANT#MISCELLANEOUS	0.1429	0.1667	0.1538	0.0833	12.0
RESTAURANT#PRICES	0.5	0.6	0.5455	0.375	8.0
SERVICE#GENERAL	0.6	0.6818	0.6383	0.4688	32.0
Micro-AVG	0.4696	0.6538	0.5466	0.3761	226.0
Macro-AVG	0.4088	0.5653	0.4504		226
