	precision	recall	f1	accuracy	support
AMBIENCE	0.4783	0.5593	0.5156	0.3474	95.0
FOOD	0.8235	0.4537	0.5851	0.4135	237.0
GENERAL-IMPRESSION	0.5984	0.8111	0.6887	0.5252	139.0
PRICE	0.9524	0.6897	0.8	0.6667	30.0
SERVICE	0.9054	0.5076	0.6505	0.482	139.0
Micro-AVG	0.7185	0.5532	0.6251	0.4547	640.0
Macro-AVG	0.7516	0.6043	0.648		640
