	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5625	0.8372	0.6729	0.507	71.0
DRINKS#PRICES	0.3333	0.6667	0.4444	0.2857	7.0
DRINKS#QUALITY	0.6667	0.5	0.5714	0.4	10.0
DRINKS#STYLE_OPTIONS	1.0	0.1667	0.2857	0.1667	6.0
FOOD#PRICES	0.625	0.3125	0.4167	0.2632	19.0
FOOD#QUALITY	0.9327	0.6467	0.7638	0.6178	157.0
FOOD#STYLE_OPTIONS	0.375	0.4091	0.3913	0.2432	37.0
LOCATION#GENERAL	0.1538	0.4	0.2222	0.125	16.0
RESTAURANT#GENERAL	0.6338	0.6429	0.6383	0.4688	96.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	0.625	0.7143	0.6667	0.5	20.0
SERVICE#GENERAL	0.8356	0.8133	0.8243	0.7011	87.0
Micro-AVG	0.7028	0.634	0.6667	0.5	544.0
Macro-AVG	0.562	0.5091	0.4915		544
