	precision	recall	f1	accuracy	support
AMBIENCE	0.7077	0.7797	0.7419	0.5897	78.0
FOOD	0.9341	0.7222	0.8146	0.6872	227.0
GENERAL-IMPRESSION	0.783	0.9222	0.8469	0.7345	113.0
PRICE	0.9615	0.8621	0.9091	0.8333	30.0
SERVICE	0.912	0.8636	0.8872	0.7972	143.0
Micro-AVG	0.8671	0.8061	0.8355	0.7174	591.0
Macro-AVG	0.8597	0.83	0.8399		591
