	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4211	0.6154	0.5	0.3333	48.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	3.0
DRINKS#QUALITY	1.0	0.4	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS	0.8	1.0	0.8889	0.8	5.0
FOOD#PRICES	0.0	0.0	0.0	0.0	11.0
FOOD#QUALITY	0.5833	0.5833	0.5833	0.4118	119.0
FOOD#STYLE_OPTIONS	0.0714	0.0769	0.0741	0.0385	26.0
LOCATION#GENERAL	0.0909	0.3333	0.1429	0.0769	13.0
RESTAURANT#GENERAL	0.4468	0.5122	0.4773	0.3134	67.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	10.0
RESTAURANT#PRICES	0.0667	0.1111	0.0833	0.0435	23.0
SERVICE#GENERAL	0.6364	0.6364	0.6364	0.4667	60.0
Micro-AVG	0.4695	0.49	0.4795	0.3154	390.0
Macro-AVG	0.3431	0.3557	0.3298		390
