	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.3929	0.7333	0.5116	0.3438	32.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.6557	0.9756	0.7843	0.6452	62.0
FOOD:NEGATIVE	0.5895	0.8615	0.7	0.5385	104.0
FOOD:NEUTRAL	0.0	0.0	0.0	0.0	12.0
FOOD:POSITIVE	0.6536	0.8929	0.7547	0.6061	165.0
PRICE:NEGATIVE	0.6667	0.7826	0.72	0.5625	32.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
PRICE:POSITIVE	0.5	1.0	0.6667	0.5	10.0
GENERAL-IMPRESSION:NEGATIVE	0.6923	0.6923	0.6923	0.5294	51.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.6667	0.6939	0.68	0.5152	66.0
SERVICE:NEGATIVE	0.5789	0.8	0.6718	0.5057	87.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.7681	0.791	0.7794	0.6386	83.0
Micro-AVG	0.6371	0.7935	0.7067	0.5465	710.0
Macro-AVG	0.411	0.5482	0.4641		710
