	precision	recall	f1	accuracy	support
POSITIVE	0.9094	0.8512	0.8793	0.7846	729.0
NEUTRAL	0.84	0.6562	0.7368	0.5833	72.0
NEGATIVE	0.8463	0.8275	0.8368	0.7194	620.0
Micro-AVG	0.8789	0.8314	0.8545	0.746	1421.0
Macro-AVG	0.8652	0.7783	0.8176		1421
