	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.8421	0.8421	0.8421	0.7273	44.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
AMBIENCE:POSITIVE	0.8837	0.8444	0.8636	0.76	100.0
FOOD:NEGATIVE	0.8177	0.7872	0.8022	0.6697	221.0
FOOD:NEUTRAL	0.8235	0.7	0.7568	0.6087	46.0
FOOD:POSITIVE	0.907	0.8298	0.8667	0.7647	306.0
PRICE:NEGATIVE	0.8364	0.8214	0.8288	0.7077	65.0
PRICE:NEUTRAL	1.0	0.4444	0.6154	0.4444	9.0
PRICE:POSITIVE	0.8571	0.8571	0.8571	0.75	16.0
GENERAL-IMPRESSION:NEGATIVE	0.8532	0.8692	0.8611	0.7561	123.0
GENERAL-IMPRESSION:NEUTRAL	0.8889	0.8	0.8421	0.7273	11.0
GENERAL-IMPRESSION:POSITIVE	0.8707	0.8487	0.8596	0.7537	134.0
SERVICE:NEGATIVE	0.8819	0.8467	0.8639	0.7605	167.0
SERVICE:NEUTRAL	0.6667	0.6667	0.6667	0.5	4.0
SERVICE:POSITIVE	0.9613	0.8922	0.9255	0.8613	173.0
Micro-AVG	0.8789	0.8314	0.8545	0.746	1421.0
Macro-AVG	0.806	0.7367	0.7634		1421
