	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5714	0.6154	0.5926	0.4211	38.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	0.6667	0.4	0.5	0.3333	6.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	4.0
FOOD#PRICES	0.5714	0.4	0.4706	0.3077	13.0
FOOD#QUALITY	0.7157	0.869	0.7849	0.646	113.0
FOOD#STYLE_OPTIONS	0.3571	0.3846	0.3704	0.2273	22.0
LOCATION#GENERAL	0.069	0.6667	0.125	0.0667	30.0
RESTAURANT#GENERAL	0.48	0.878	0.6207	0.45	80.0
RESTAURANT#MISCELLANEOUS	0.3333	0.2	0.25	0.1429	14.0
RESTAURANT#PRICES	0.6923	1.0	0.8182	0.6923	13.0
SERVICE#GENERAL	0.6364	0.7955	0.7071	0.5469	64.0
Micro-AVG	0.5562	0.749	0.6384	0.4688	401.0
Macro-AVG	0.5494	0.6424	0.5477		401
